,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
510,25.5,-1.45,-11.3,0.85,0.395,-0.37,0.258,-0.6890000000000001,-1.61,1.77,60.0,25500000000.0,-1.81746099363356,-11.233331939851139,0.11090550565918189,0.28077056490841523,-0.1756438362789186,0.15093004245609878,-1.031838554308973,-1.5223496563482193,1.0315861248068132
511,25.6,-0.977,-10.1,1.65,1.22,-0.147,0.495,-0.0261,-0.342,2.2,60.0,25600000000.0,-1.4274879692375828,-10.783295032962155,0.8775062540797288,0.9639374550222741,-0.15670166812447586,0.387271108427783,-0.5267958942715684,-1.055008217289054,1.6154346232355372
512,25.6,-0.266,-8.99,0.39,1.86,-0.0666,0.687,0.961,0.7390000000000001,0.19399999999999998,60.0,25600000000.0,-0.8885587654511947,-10.071191812319872,0.6346864159431057,1.6157060543164203,-0.09711743923825931,0.5931543530403525,0.2203171659306533,-0.3446980195136602,0.9051534028556486
513,25.7,0.33,-11.3,-1.05,1.83,-0.535,0.731,1.88,-1.66,-2.19,60.0,25700000000.0,-0.32314876450865215,-10.55914180161598,-0.204431556030931,1.7715769712957667,-0.3866891809329971,0.6878402953647287,1.0537451255558066,-0.8654717626378735,-0.6414737510064085
514,25.7,-1.09,-11.6,-0.33799999999999997,1.39,-0.6779999999999999,0.609,0.713,-2.12,-2.3,60.0,25700000000.0,-0.6789669525860673,-10.972458427560138,-0.2709600704978288,1.4940295000265567,-0.5793329992214512,0.6336850506025379,0.8826362184032204,-1.3621830370831747,-1.4702280248815613
515,25.8,-1.14,-10.2,2.08,0.802,-0.522,0.65,0.902,-0.9209999999999999,-0.43200000000000005,60.0,25800000000.0,-0.8928857985786596,-10.665721281924045,0.9000191810091887,0.9906683203379818,-0.5414186983242423,0.6448917449362926,0.8923599590164953,-1.1875033446039394,-0.9514325407274699
516,25.8,-1.05,-8.32,1.03,0.597,-0.825,0.38,1.14,0.785,-1.9,60.0,25800000000.0,-0.9657866018682201,-9.734253981226281,0.9647607372268163,0.704325982729552,-0.7289509967680639,0.46293805717006525,1.0167151180338458,-0.40652072231628567,-1.425425243134638
517,25.9,-0.33799999999999997,-8.59,1.59,0.0455,-0.569,0.207,1.85,0.441,-1.54,60.0,25900000000.0,-0.6744942738593347,-9.279879928083577,1.2761834091674846,0.22511603907556194,-0.6231754111673353,0.287134646978479,1.4351582847481221,-0.07095781413355623,-1.4826774515959305
518,25.9,0.273,-8.16,1.9,-0.0663,-0.382,0.12300000000000001,2.47,0.8540000000000001,-1.27,60.0,25900000000.0,-0.23485791919327853,-8.835184495520355,1.586897440241315,0.013148894758224283,-0.4636861184936901,0.17439084229955576,1.9548154312194062,0.29526511266642846,-1.376403964547591
519,26.0,-0.273,-8.49,1.75,-0.166,-0.374,-0.0799,1.87,0.545,-1.41,60.0,26000000000.0,-0.2525558057480192,-8.698114399372015,1.668136471877742,-0.11715854736632922,-0.4043766995268617,-0.0002810979923052459,1.9122244333709828,0.39414383860668906,-1.3931916585145583
