,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
5646,282,-2.57,-0.462,3.75,0.791,-1.24,0.999,3.34,2.42,-3.53,0,0,0,1,2.82E+11,-5.099946912,-2.876615083,4.239618845,0.91714379,-1.302573237,1.085857998,1.048775652,0.794948337,-2.211143888
5647,282,-0.0766,-0.134,3.3,0.22,0.648,0.553,5.83,2.28,-4.15,0,0,0,1,2.82E+11,-3.370862156,-1.581047109,3.8393774,0.372249323,-0.146055636,0.676917524,2.888451783,1.483694527,-3.168877631
5648,282,-2.63,-0.646,4.75,-0.356,1.3,-0.0891,3.62,1.69,-2.44,0,0,0,1,2.82E+11,-3.115850252,-1.139345661,4.227267541,-0.19695754,0.711327571,0.08903941,3.16993023,1.579376148,-2.808835125
5649,282,-5.91,3.68,14.2,-0.651,1.78,-0.842,0.796,6.34,7.52,0,0,0,1,2.82E+11,-4.077623658,1.137237016,8.47526724,-0.551841625,1.344955889,-0.625484315,2.256510878,3.787287016,2.293283263
5650,283,-6.01,-5.16,4.41,-0.987,1.11,-1.71,1.17,-1.87,-1.41,0,0,0,1,2.83E+11,-4.742766427,-1.837478052,6.743619965,-0.891965697,1.205647813,-1.457793023,1.838453056,1.163516375,0.463978286
5651,283,-4.01,-4.26,3.32,-1.35,0.946,-1.64,3.02,-0.0434,-2.07,0,0,0,1,2.83E+11,-4.49054119,-2.981839203,5.285289743,-1.249969847,1.051699588,-1.597627272,2.29307797,0.60376543,-0.787726939
5652,283,-5.37,-4.49,3.19,-1.62,1.26,-1.92,1.6,0.674,-1.38,0,0,0,1,2.83E+11,-4.793259408,-3.694270395,4.392777068,-1.53918907,1.175203324,-1.845031332,2.026401721,0.636339253,-1.080291126
5653,283,-7.03,-8.09,2.78,-1.84,0.403,-1.93,-0.467,-1.89,-1.05,0,0,0,1,2.83E+11,-5.563167298,-5.770743589,3.705796165,-1.774305888,0.717354974,-1.91024027,1.067013208,-0.535341572,-1.065328243
5654,283,-7.41,-11.1,3.48,-1.66,-0.00977,-1.95,-1.47,-3.97,0.291,0,0,0,1,2.83E+11,-6.198864984,-8.288200186,3.609615707,-1.684963252,0.286234104,-1.940753806,0.090844254,-2.128288154,-0.395344916
5655,283,-8.79,-11,4.78,-1.2,-0.077,-1.35,-3.49,-3.21,2.16,0,0,0,1,2.83E+11,-7.090758789,-9.569211516,4.10815441,-1.305911225,0.070868372,-1.487381387,-1.286960539,-2.629971005,0.866914825
5656,283,-9.21,-9.39,4.53,-0.441,-0.109,-0.728,-4.36,-1.17,2.25,0,0,0,1,2.83E+11,-7.820222194,-9.484554993,4.287844467,-0.629888087,-0.03577768,-0.904596149,-2.469376855,-1.952856841,1.550115228
5657,283,-7.46,-8.67,3.38,0.215,-0.0709,0.274,-2.76,-0.365,1.12,0,0,0,1,2.83E+11,-7.696230232,-9.099772137,3.901137752,0.030484783,-0.056602113,-8.57E-05,-2.581200191,-1.216431038,1.337651889
5658,283,-6.4,-7.74,3.68,0.462,0.0837,0.625,-1.51,0.421,1.29,0,0,0,1,2.83E+11,-7.25005524,-8.457437184,3.806941619,0.367761345,0.026584645,0.479634664,-2.169033489,-0.457013409,1.314113342
5659,283,-8.01,-9.24,3.23,0.559,0.00611,0.998,-2.82,-1.33,0.633,0,0,0,1,2.83E+11,-7.51163568,-8.827107369,3.561186727,0.517235377,0.014444989,0.877452782,-2.419506456,-0.861892407,0.977664867
5660,283,-6,-7.59,3.13,0.388,0.191,1.21,-0.344,-0.0693,0.372,0,0,0,1,2.83E+11,-6.991316009,-8.242717492,3.377517843,0.41622374,0.119126512,1.13266529,-1.620911902,-0.494299129,0.678485552
5661,283,-9.86,-8.95,3.82,0.706,-0.374,1.47,-3.79,-1.85,0.833,0,0,0,1,2.83E+11,-7.97874476,-8.576826469,3.565998165,0.642715701,-0.17325395,1.391551938,-2.455513942,-1.123054254,0.754810812
5662,283,-6.41,-7.85,4.04,0.845,-0.882,1.41,0.0786,-1.35,0.615,0,0,0,1,2.83E+11,-7.438767537,-8.233485099,3.767904667,0.800823128,-0.593477759,1.405709829,-1.480460554,-1.22830853,0.685748691
5663,283,-7.53,-6.95,4.84,1.17,-1.24,1.27,-0.838,-1.06,0.767,0,0,0,1,2.83E+11,-7.470170708,-7.627186954,4.224576036,1.089375381,-0.976808334,1.301559667,-1.233260406,-1.15024936,0.725884281
5664,283,-6.06,-6.44,5.03,1.41,-1.3,1.29,0.726,-1.26,0.213,0,0,0,1,2.83E+11,-6.984776246,-7.066378646,4.567655701,1.339978721,-1.16843241,1.292688202,-0.479393944,-1.201150168,0.472535642
5665,283,-6.15,-4.24,4.79,1.49,-1.67,1.18,0.547,0.153,-0.872,0,0,0,1,2.83E+11,-6.697438194,-5.73124198,4.662365789,1.457236841,-1.465817653,1.206205901,-0.084467391,-0.57311425,-0.191622498
5666,283,-3.77,-2.65,3.94,1.32,-1.65,0.882,2.62,0.975,-2.55,0,0,0,1,2.83E+11,-5.689785551,-4.275712061,4.35466582,1.349971213,-1.575021498,0.957394967,0.95613301,0.14487951,-1.35658649
5667,283,-2.6,-1.22,3.84,0.718,-0.15,0.84,3.55,1.74,-3.2,0,0,0,1,2.83E+11,-4.626251347,-2.83224204,4.135437974,0.856016272,-0.730109652,0.867300492,1.954177617,0.884674101,-2.267174578
5668,283,-3.2,-1.19,4.99,0.159,0.866,0.345,3.17,1.41,-2,0,0,0,1,2.83E+11,-4.135321809,-2.056472909,4.499448374,0.311221471,0.216242356,0.466462367,2.421990761,1.128312894,-2.135198773
5669,283,-2.16,-1.36,4.36,-0.449,1.05,-0.303,4.5,1.25,-2.34,0,0,0,1,2.83E+11,-3.455396902,-1.727470132,4.440048796,-0.282975134,0.71058695,-0.124059483,3.221548318,1.184749673,-2.23636407
5670,284,-3.29,-1.59,4.53,-0.747,1.59,-0.889,3.72,1.39,-1.64,0,0,0,1,2.84E+11,-3.39846567,-1.662531432,4.478364633,-0.645661532,1.232001214,-0.711111048,3.413338048,1.279941899,-1.941779044
5671,284,-4.39,-2.26,4.8,-0.945,1.71,-1.5,2.91,1.37,-0.652,0,0,0,1,2.84E+11,-3.739761363,-1.944766127,4.615368988,-0.879627427,1.515412286,-1.316541776,3.21966823,1.32170959,-1.304668928
5672,284,-6.52,-4.58,4.93,-1.16,1.65,-1.9,0.868,-0.0652,0.323,0,0,0,1,2.84E+11,-4.696746476,-3.189608881,4.749389603,-1.098769371,1.595210896,-1.76431522,2.314814637,0.678480308,-0.500651868
5673,284,-6.76,-8.1,2.95,-1.19,1.09,-2.19,0.427,-2.6,-0.822,0,0,0,1,2.84E+11,-5.406938441,-5.509200141,3.982918983,-1.170076176,1.295665489,-2.091005916,1.58843843,-0.842032987,-0.659387711
5674,284,-6.53,-8.65,3.01,-1.21,0.761,-2.03,0.161,-2.19,-0.0889,0,0,0,1,2.84E+11,-5.7935072,-6.992864125,3.568492978,-1.201281061,0.978656077,-2.044187066,1.039201611,-1.467201272,-0.377584796
5675,284,-9.39,-10.6,3.31,-1.07,0.584,-1.88,-3.29,-3.38,0.843,0,0,0,1,2.84E+11,-7.031455043,-8.696818225,3.458384905,-1.098670529,0.744659886,-1.918182135,-0.626549324,-2.354330638,0.225345548
5676,284,-9.17,-10.6,4.39,-0.832,0.069,-1.39,-3.68,-2.74,2.41,0,0,0,1,2.84E+11,-7.767562997,-9.595851366,3.855216984,-0.890238225,0.344053266,-1.512830149,-1.801428419,-2.533198701,1.304495905
5677,284,-10.8,-9.77,4.79,-0.0699,-0.103,-0.598,-5.73,-1.54,3.05,0,0,0,1,2.84E+11,-8.811357307,-9.678116642,4.253398515,-0.249053772,0.078990175,-0.810746176,-3.313028585,-2.072567009,2.166719786
5678,284,-8.57,-8.44,4.41,0.416,-0.0996,0.277,-3.6,-0.177,2.61,0,0,0,1,2.84E+11,-8.728279675,-9.09324973,4.320104649,0.270758826,-0.026898022,0.024041742,-3.423446808,-1.193429527,2.385686163
5679,284,-5.12,-6.98,3.11,0.694,-0.244,0.712,0.0242,1.11,1.01,0,0,0,1,2.84E+11,-7.486274755,-8.094983999,3.804646649,0.601568309,-0.155620316,0.552013487,-2.096892524,-0.125131104,1.706140634
5680,284,-6.81,-8.68,2.58,0.593,0.168,0.803,-1.37,-0.871,0.191,0,0,0,1,2.84E+11,-7.253494401,-8.371336447,3.282994329,0.59487123,0.036257939,0.744632399,-1.81720541,-0.471054668,0.957709004
5681,284,-8.99,-8.8,3.77,0.62,-0.0586,1.19,-3.19,-1.32,1.22,0,0,0,1,2.84E+11,-7.851216402,-8.573830418,3.490439973,0.614512128,-0.019984439,1.086428624,-2.345416889,-0.864783671,1.087272488
5682,284,-8.08,-8.12,3.53,0.914,-0.912,1.38,-1.85,-1.14,0.604,0,0,0,1,2.84E+11,-7.92996591,-8.359448054,3.507291008,0.848594785,-0.548870859,1.311729192,-2.154794879,-0.992425151,0.848551126
5683,284,-6.86,-6.48,4.5,1.05,-0.913,1.29,-0.346,-0.0789,0.924,0,0,0,1,2.84E+11,-7.561673306,-7.471626536,3.93014679,1.006015051,-0.764767262,1.295053152,-1.458823178,-0.568744956,0.885820499
5684,284,-7.19,-6.55,3.86,1.19,-1.21,1.38,-0.463,-0.804,-0.381,0,0,0,1,2.84E+11,-7.433739767,-7.036264831,3.900266915,1.149819548,-1.028750963,1.360245381,-1.075659363,-0.677852966,0.260051169
5685,284,-7.1,-6.2,5.41,1.36,-1.55,1.39,-0.333,-1.21,0.364,0,0,0,1,2.84E+11,-7.318863268,-6.641226465,4.543354975,1.314098675,-1.337805562,1.383080473,-0.789905628,-0.92465534,0.311398606
5686,284,-5.62,-4.12,5.29,1.42,-1.92,1.3,0.972,0.0565,-0.642,0,0,0,1,2.84E+11,-6.734098005,-5.450238916,4.861396971,1.396872162,-1.682995402,1.319320548,-0.111975552,-0.469609208,-0.15955021
5687,284,-4.09,-2.5,4.18,1.05,-1.39,1.1,2.18,0.876,-2.57,0,0,0,1,2.84E+11,-5.823973864,-4.056592727,4.571148042,1.12575342,-1.509275006,1.151003595,0.769910049,0.154465527,-1.350236258
5688,284,-1.48,-0.725,3.9,0.449,-0.338,0.911,4.6,2.04,-3.28,0,0,0,1,2.84E+11,-4.328735911,-2.482801042,4.285264876,0.596796269,-0.814812407,0.966813484,2.243617301,1.028950042,-2.303478596
5689,284,-1.71,-0.476,4.24,-0.115,0.802,0.36,4.51,1.99,-2.93,0,0,0,1,2.84E+11,-3.42734161,-1.534819984,4.265983685,0.040449279,0.143814499,0.5011161,3.115655578,1.474671583,-2.612960419
5690,285,-3.52,-0.479,4.13,-0.61,1.2,-0.211,3.09,2.04,-2.66,0,0,0,1,2.85E+11,-3.45923552,-1.036067328,4.208059924,-0.467948308,0.770039217,-0.045395504,3.105784024,1.736862983,-2.636196529
5691,285,-4.49,-1.78,4.53,-0.897,1.52,-0.854,2.43,1.15,-1.76,0,0,0,1,2.85E+11,-3.814034578,-1.387489339,4.345194081,-0.803299356,1.214699692,-0.665956853,2.845762,1.464684124,-2.203383107
5692,285,-5.44,-2.84,4.33,-1.15,1.67,-1.43,1.81,0.774,-1.2,0,0,0,1,2.85E+11,-4.373707676,-2.073632355,4.338721956,-1.074283982,1.484652524,-1.252319694,2.447230865,1.144354477,-1.707743559
5693,285,-5.02,-4.83,4.09,-1.39,1.2,-2,2.29,-0.293,-0.622,0,0,0,1,2.85E+11,-4.596167759,-3.375696787,4.232776051,-1.321050726,1.315878754,-1.826124957,2.386732984,0.477729556,-1.171420515
5694,285,-6.46,-7.97,3.1,-1.43,1.31,-2.08,0.621,-2.4,-0.776,0,0,0,1,2.85E+11,-5.237716917,-5.545972841,3.750257058,-1.406206513,1.312393138,-2.020960625,1.70733025,-0.856921231,-0.976095278
5695,285,-7.49,-10.3,2.67,-1.3,0.47,-2.31,-0.941,-3.74,-0.473,0,0,0,1,2.85E+11,-6.012974533,-7.79170015,3.290109206,-1.323194417,0.812928431,-2.242783081,0.688329751,-2.194052868,-0.727582092
5696,285,-7.98,-10.5,3.55,-1.13,0.365,-1.87,-2.15,-3.05,0.938,0,0,0,1,2.85E+11,-6.690043794,-9.071058152,3.40081265,-1.17219175,0.547346451,-1.9566917,-0.403777076,-2.591029161,0.095162879
5697,285,-10.4,-10.9,4.15,-0.658,0.276,-1.17,-5.13,-2.83,2.02,0,0,0,1,2.85E+11,-7.967046592,-9.935021166,3.719937636,-0.770294398,0.386461974,-1.352947214,-2.222290331,-2.70186046,1.045971626
5698,285,-9.08,-7.23,4.25,-0.179,0.088,-0.399,-4.17,1.04,2.37,0,0,0,1,2.85E+11,-8.35013593,-8.657211971,3.94572378,-0.308132865,0.209500392,-0.620842953,-2.97171243,-0.966437901,1.699999777
5699,285,-8.25,-9.06,3.43,0.301,-0.211,0.4,-3.39,-0.761,1.52,0,0,0,1,2.85E+11,-8.315668171,-8.847482862,3.726045349,0.167971393,-0.039819187,0.162600261,-3.132657369,-0.871158664,1.611085562
5700,285,-5.61,-8.27,3.88,0.589,-0.144,0.654,-0.554,-0.14,1.76,0,0,0,1,2.85E+11,-7.384350975,-8.57468931,3.791624147,0.497051497,-0.101589201,0.539723672,-2.140464971,-0.532057496,1.684644587
5701,285,-8.32,-9.57,2.46,0.609,0.0177,0.995,-2.98,-1.71,0.034,0,0,0,1,2.85E+11,-7.706410345,-9.04485819,3.224403584,0.584551573,-0.030861244,0.889124283,-2.463493656,-1.078370782,0.869278285
5702,285,-6.79,-8.1,3.38,0.48,0.0354,1.06,-1.01,-0.598,0.81,0,0,0,1,2.85E+11,-7.390972997,-8.598522309,3.290681711,0.502833023,0.008425819,1.020262354,-1.90423154,-0.855581523,0.839996685
5703,285,-7.17,-7.1,3.22,0.784,-0.825,1.14,-1.05,0.00198,0.339,0,0,0,1,2.85E+11,-7.314911974,-7.890644033,3.260574038,0.722595891,-0.485722053,1.112154681,-1.575548054,-0.457856476,0.592520136
5704,285,-7.17,-7.02,4.33,0.932,-1.04,1.3,-0.776,-0.44,0.854,0,0,0,1,2.85E+11,-7.265031892,-7.479365557,3.71610826,0.886268195,-0.814359883,1.256316035,-1.267905211,-0.449574891,0.721682918
5705,285,-9.22,-8.05,4.43,1.15,-1.1,1.54,-2.59,-2.12,0.293,0,0,0,1,2.85E+11,-7.937950979,-7.74892433,4.020198562,1.092403558,-0.983719251,1.47402851,-1.776608825,-1.224294654,0.5099271
5706,285,-6.82,-5.53,5.37,1.42,-1.48,1.34,-0.0486,-0.361,0.506,0,0,0,1,2.85E+11,-7.553141462,-6.70073968,4.595161918,1.348456136,-1.277969901,1.371168712,-1.111721255,-0.823910661,0.507987228
5707,285,-4.72,-3.47,3.85,1.49,-1.81,1.31,1.91,0.87,-1.93,0,0,0,1,2.85E+11,-6.577946604,-5.174589381,4.277751611,1.459088225,-1.593416712,1.324224903,0.050949243,-0.038298572,-0.696301452
5708,285,-4,-1.44,4.64,1.17,-1.37,1.17,2.32,2.08,-1.98,0,0,0,1,2.85E+11,-5.690592365,-3.410428468,4.432055411,1.233133982,-1.460950343,1.205865378,0.924013997,0.94413866,-1.330408009
5709,285,-1.94,-1.65,4.65,0.515,-0.219,0.86,4.23,1.22,-2.4,0,0,0,1,2.85E+11,-4.399602095,-2.578829899,4.524891449,0.671833363,-0.724583512,0.940431924,2.196061328,1.072079307,-1.858752725
5710,286,-3.33,-1.45,4.66,0.0742,0.668,0.299,3.03,1.09,-2.35,0,0,0,1,2.86E+11,-4.031434648,-2.045588536,4.582442421,0.204717226,0.101095468,0.448166696,2.516936679,1.080390689,-2.10141332
5711,286,-3.06,-1.36,4.51,-0.549,1.03,-0.366,3.58,1.24,-2.23,0,0,0,1,2.86E+11,-3.697057395,-1.721727365,4.551584838,-0.384395615,0.651853771,-0.176663367,2.925972517,1.154415261,-2.164931089
5712,286,-2.47,-1.55,3.98,-0.914,1.29,-0.963,4.43,1.52,-2.28,0,0,0,1,2.86E+11,-3.274692341,-1.640606052,4.308111728,-0.798339609,1.030218083,-0.780135325,3.504678511,1.323968344,-2.221771483
5713,286,-4.52,-1.82,4.6,-1.17,1.71,-1.49,2.62,1.95,-0.958,0,0,0,1,2.86E+11,-3.703339316,-1.72534894,4.432444845,-1.088833005,1.433268725,-1.32491909,3.16427989,1.614313097,-1.597508279
5714,286,-5.61,-4.26,3.1,-1.3,1.69,-2.04,1.62,0.439,-1.57,0,0,0,1,2.86E+11,-4.359630473,-2.922678109,3.864874639,-1.253883175,1.585487723,-1.873706004,2.570085875,1.069219316,-1.583920084
5715,286,-7.67,-9.17,2.54,-1.31,1.31,-2.08,-0.706,-3.42,-1.28,0,0,0,1,2.86E+11,-5.499091816,-5.87381417,3.300529074,-1.297744594,1.422147808,-2.032025724,1.309543263,-1.012817887,-1.433793145
5716,286,-8.85,-10.9,2.97,-1.27,0.571,-2.1,-2.41,-4.18,-0.16,0,0,0,1,2.86E+11,-6.652507063,-8.248104659,3.159736436,-1.276059131,0.917492344,-2.084192328,-0.121628907,-2.4817126,-0.804579552
5717,286,-7.6,-8.39,3.35,-1.19,0.191,-1.93,-1.79,-0.914,0.81,0,0,0,1,2.86E+11,-6.978643294,-8.315133935,3.240781343,-1.20879451,0.486746568,-1.965857796,-0.763569597,-1.754629398,-0.007028236
5718,286,-9.01,-9.91,3.67,-0.842,0.131,-1.04,-3.83,-1.85,1.58,0,0,0,1,2.86E+11,-7.677856064,-9.06852336,3.423611986,-0.922104307,0.275820281,-1.255310663,-1.943442859,-1.798860961,0.77691362
5719,286,-6.86,-8.46,2.87,-0.199,-0.327,-0.559,-2.04,-0.119,1.04,0,0,0,1,2.86E+11,-7.396342116,-8.78106657,3.187794562,-0.356918845,-0.081598883,-0.720928908,-1.980595226,-1.01976493,0.906869965
5720,286,-10.3,-10.6,4.54,0.471,-0.224,0.275,-5.6,-2.22,2.63,0,0,0,1,2.86E+11,-8.395809404,-9.640302126,3.763781962,0.290190684,-0.166030169,0.043394089,-3.373236946,-1.576417192,1.758041848
5721,286,-8.18,-9.89,4.33,0.744,0.0849,0.757,-3.26,-1.68,2.18,0,0,0,1,2.86E+11,-8.321525818,-9.758255613,4.004968997,0.644892538,-0.017250748,0.59104907,-3.329666657,-1.624457426,1.966475884
5722,286,-2.82,-5.44,2.2,0.706,0.0935,0.934,2.45,2.45,-0.27,0,0,0,1,2.86E+11,-6.427847219,-7.718380006,3.23612177,0.69265471,0.048414663,0.854245861,-1.105818898,0.265218997,0.861727413
5723,286,-12.4,-10.7,2.68,1.1,-0.0531,1.07,-6.84,-3.09,-0.101,0,0,0,1,2.86E+11,-8.483520032,-9.12685003,2.999235352,1.011039827,-0.011774564,1.019825842,-3.312165178,-1.290884634,0.386170469
5724,286,-7.18,-8.72,4.43,0.973,-0.695,1.29,-1.13,-1.68,1.25,0,0,0,1,2.86E+11,-8.034835728,-8.934660639,3.608685892,0.981307515,-0.416866882,1.227170252,-2.472531441,-1.471350877,0.81287498
5725,286,-7.56,-7.65,4.18,1.21,-1.41,1.28,-1.28,-1.18,0.309,0,0,0,1,2.86E+11,-7.871392642,-8.327807322,3.852043616,1.160055848,-1.005707059,1.26771428,-2.013679993,-1.336226389,0.563976644
5726,286,-6.61,-6.43,3.95,1.43,-1.22,1.3,-0.214,-0.657,-0.737,0,0,0,1,2.86E+11,-7.4372091,-7.431313087,3.893769282,1.37104682,-1.132763858,1.292491833,-1.321215441,-1.021210686,-0.078664732
5727,286,-6.55,-4.57,5.27,1.53,-1.6,1.37,-0.142,0.427,-0.219,0,0,0,1,2.86E+11,-7.131823183,-6.079674133,4.479990534,1.495286172,-1.409793625,1.351975273,-0.867487616,-0.34955082,-0.147985921
5728,286,-5.2,-4.09,4.84,1.44,-1.76,1.39,1.04,0.045,-1.49,0,0,0,1,2.86E+11,-6.46687083,-5.139783623,4.63334076,1.452073999,-1.617435059,1.381157238,-0.133541838,-0.166563664,-0.810898504
5729,286,-3.19,-2.01,4.43,1.11,-1.35,1.27,2.73,1.26,-2.66,0,0,0,1,2.86E+11,-5.33894011,-3.66132335,4.546725358,1.184705597,-1.458869711,1.295849897,0.968265838,0.495056618,-1.724296296
5730,287,-2.22,-1.59,3.38,0.352,0.000611,0.896,3.61,1.03,-4.06,0,0,0,1,2.87E+11,-4.265370666,-2.682862985,4.049745358,0.533854683,-0.593526592,0.988986178,1.98472832,0.743155868,-2.878060143
5731,287,-1.85,-0.376,3.89,-0.187,0.74,0.313,4.16,2.02,-3.48,0,0,0,1,2.87E+11,-3.433976651,-1.593137401,3.981700035,-0.029572456,0.197136868,0.470202378,2.821709578,1.335338319,-3.175399434
5732,287,-3.04,-0.761,4.83,-0.791,1.33,-0.569,4.51,2.19,-3.12,0,0,0,1,2.87E+11,-3.298366051,-1.200048847,4.343043103,-0.624711745,0.868824644,-0.327330728,3.471314749,1.731718487,-3.148033807
5733,287,-6,-2.24,4.36,-1.07,1.6,-1.01,0.737,0.884,-2.05,0,0,0,1,2.87E+11,-4.228294674,-1.691305323,4.350266145,-0.972753481,1.302347046,-0.851243438,2.419229904,1.338558504,-2.605639755
5734,287,-5.65,-2.82,4.13,-1.36,1.27,-1.62,1.3,1.11,-1.57,0,0,0,1,2.87E+11,-4.717659477,-2.2244828,4.256441303,-1.275429193,1.283168094,-1.441223621,1.98858275,1.232556271,-2.094066445
5735,287,-5.35,-6.08,3.66,-1.52,1.19,-1.88,1.56,-1.15,-1.25,0,0,0,1,2.87E+11,-4.935317189,-4.045768093,4.002380325,-1.466588134,1.22792768,-1.777961383,1.823676543,0.127559988,-1.677124274
5736,287,-5.99,-7.44,2.92,-1.64,0.892,-2.05,0.647,-1.5,-1.18,0,0,0,1,2.87E+11,-5.298349169,-5.649149574,3.541328043,-1.602128549,1.028752256,-1.98673666,1.370925615,-0.627279584,-1.431560555
5737,287,-7.97,-9.39,3.9,-1.56,0.491,-1.96,-1.86,-2.49,0.543,0,0,0,1,2.87E+11,-6.21795724,-7.416268295,3.694108518,-1.569200415,0.709912676,-1.966217711,0.127759342,-1.49118328,-0.45619
5738,287,-9.08,-11.8,3.71,-1.34,0.117,-1.66,-3.58,-4.17,0.982,0,0,0,1,2.87E+11,-7.203100106,-9.487073889,3.700877693,-1.390055135,0.358367841,-1.731211717,-1.298878655,-2.733581065,0.254230443
5739,287,-7.18,-8.63,4.2,-0.902,-0.168,-1.04,-2.27,-0.452,1.92,0,0,0,1,2.87E+11,-7.195148767,-9.082205797,3.913484483,-1.008586433,0.046278216,-1.200743094,-1.672537915,-1.675415656,1.077067983
5740,287,-9.96,-9.52,4.45,-0.0718,0.116,-0.121,-5.36,-1.11,2.41,0,0,0,1,2.87E+11,-8.146837406,-9.289013069,4.14201934,-0.276384913,0.087617072,-0.372097127,-3.091366199,-1.413183785,1.735494352
5741,287,-6.59,-8.4,3.28,0.487,-0.205,0.585,-1.89,-0.0542,1.18,0,0,0,1,2.87E+11,-7.610958915,-8.86905718,3.774832303,0.32028426,-0.085878998,0.362424502,-2.629115398,-0.782906102,1.461097657
5742,287,-6.83,-8.83,3.76,0.691,0.0544,0.789,-1.87,-0.708,1.4,0,0,0,1,2.87E+11,-7.342145251,-8.85060715,3.768514309,0.610039329,-0.002705945,0.689798714,-2.337029859,-0.748165701,1.430917332
5743,287,-7.41,-9.41,3.36,0.581,0.342,1.06,-2.06,-1.61,0.778,0,0,0,1,2.87E+11,-7.365501462,-9.11485541,3.594502909,0.58734188,0.201674231,0.973908663,-2.230436799,-1.147872409,1.108396786
5744,287,-7.86,-7.76,2.95,0.775,-0.294,1.19,-2.07,-0.355,0.161,0,0,0,1,2.87E+11,-7.535712703,-8.474843257,3.319969523,0.7340173,-0.092216796,1.139747429,-2.168705356,-0.780149263,0.640412689
5745,287,-6.98,-7.39,4.14,0.978,-0.804,1.38,-1.72,-0.859,-0.335,0,0,0,1,2.87E+11,-7.344431005,-7.962380402,3.669270853,0.924716575,-0.514241363,1.324128622,-1.996056588,-0.816719145,0.158589617
5746,287,-7.4,-7.12,4.62,1.21,-1.05,1.32,-0.962,-0.823,0.74,0,0,0,1,2.87E+11,-7.363558425,-7.564453173,4.07424479,1.147696945,-0.831898873,1.320960162,-1.598181673,-0.819632124,0.445787992
5747,287,-7.11,-5.91,5.78,1.31,-1.11,1.34,-0.518,-0.303,1.17,0,0,0,1,2.87E+11,-7.2762812,-6.782915597,4.800830876,1.27455457,-0.99678828,1.335572261,-1.182559164,-0.580025368,0.803525834
5748,287,-6.35,-5.14,4.81,1.44,-1.69,1.29,0.234,-0.328,-0.633,0,0,0,1,2.87E+11,-6.957446189,-6.006828198,4.804736545,1.403868396,-1.40780162,1.300597921,-0.637508372,-0.463139529,0.093927425
5749,287,-4.82,-3.33,4.99,1.36,-1.74,1.31,1.51,0.677,-1.34,0,0,0,1,2.87E+11,-6.221716527,-4.74233687,4.883651541,1.369580436,-1.604765916,1.307813478,0.188790427,0.065641241,-0.61438746
5750,288,-2.49,-1.44,3.62,0.808,-0.628,1.06,3.63,1.78,-3.34,0,0,0,1,2.88E+11,-4.937223487,-3.182365205,4.345384624,0.930643647,-1.025630036,1.117629639,1.512867894,0.860736856,-1.960753945
5751,288,-1.82,-1.1,3.92,0.298,0.502,0.538,4.39,1.65,-3.16,0,0,0,1,2.88E+11,-3.86424493,-2.198688838,4.164187197,0.436163135,-0.119880403,0.672794404,2.619904652,1.226786059,-2.55314367
5752,288,-2.54,-0.886,4.75,-0.311,0.927,-0.061,3.92,1.75,-2.15,0,0,0,1,2.88E+11,-3.408426961,-1.578595388,4.41372088,-0.147826937,0.500827178,0.109645839,3.120143583,1.469445371,-2.354003474
5753,288,-3.81,-0.522,5.41,-0.757,1.28,-0.828,2.96,2.39,-1.06,0,0,0,1,2.88E+11,-3.546652278,-1.079476449,4.838097333,-0.623962637,0.962807806,-0.609947974,3.058525002,1.896385789,-1.714806591
5754,288,-5.25,-2.15,4.25,-1.06,1.53,-1.33,1.79,1.39,-1.58,0,0,0,1,2.88E+11,-4.132961094,-1.585174883,4.587590529,-0.964773698,1.29910265,-1.16255002,2.570433437,1.661531132,-1.648216413
5755,288,-5.77,-4.39,2.94,-1.31,1.47,-1.75,1.37,0.0118,-2.14,0,0,0,1,2.88E+11,-4.696445766,-2.910129831,3.885780469,-1.234605938,1.400429697,-1.613386945,2.108541543,0.896408893,-1.891142028
5756,288,-5.8,-5.88,2.62,-1.52,1.16,-2.06,1.18,-0.475,-1.64,0,0,0,1,2.88E+11,-5.076299908,-4.313049568,3.346606711,-1.457672738,1.257876108,-1.956138903,1.751265726,0.260368621,-1.767085789
5757,288,-7.64,-8.37,3.41,-1.49,0.966,-2.08,-1.04,-1.96,0.00476,0,0,0,1,2.88E+11,-5.958750313,-6.229488715,3.373609846,-1.482940053,1.084819375,-2.051195714,0.677267819,-0.769407326,-0.891849919
5758,288,-8.38,-11.7,3.88,-1.3,0.113,-1.93,-2.37,-4.49,1.16,0,0,0,1,2.88E+11,-6.792167992,-8.813671609,3.589312589,-1.339952265,0.508616343,-1.958184345,-0.495232223,-2.494966095,0.121699133
