Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,SPM/RPM,Timestamps
7.65E+00,-1.16E+01,-7.79E+00,6.86E+00,1.82E+00,-2.45E+00,1.67E+00,-9.01E+00,1.16E+00,3.82E+00,,,,,150,7.65E+09
7.70E+00,3.22E+00,-5.10E+00,2.91E+01,2.03E+00,6.94E+00,2.87E+00,7.59E+00,3.24E+00,2.64E+01,,,,,150,7.70E+09
7.75E+00,1.07E+01,-1.66E+01,-1.67E+01,-2.02E+00,-1.05E+00,-1.24E+00,1.57E+01,-8.67E+00,-1.96E+01,,,,,150,7.75E+09
7.80E+00,-2.65E+00,-2.93E+01,4.14E+00,-4.25E-01,-3.52E-01,-4.02E+00,1.13E+00,-2.04E+01,2.60E+00,,,,,150,7.80E+09
7.85E+00,-9.89E+00,-2.37E+01,-4.79E+00,-3.24E+00,-8.35E-01,-2.68E+00,-7.85E+00,-1.43E+01,-6.33E+00,,,,,150,7.85E+09
7.90E+00,-1.04E+01,-1.37E+01,1.02E+01,-1.75E+00,1.72E+00,-9.79E-01,-9.25E+00,-3.93E+00,1.02E+01,,,,,150,7.90E+09
7.95E+00,-6.79E+00,-4.11E+00,3.48E+00,-8.45E-01,1.06E+00,-1.20E+00,-6.32E+00,5.66E+00,4.26E+00,,,,,150,7.95E+09
8.00E+00,-5.65E+00,6.85E-01,4.68E+00,5.02E-01,-1.61E-01,7.40E-01,-5.39E+00,1.04E+01,5.71E+00,,,,,150,8.00E+09
8.05E+00,-1.16E+00,2.56E+00,3.92E+00,7.82E-01,-6.72E-03,2.02E+00,-2.39E-01,1.23E+01,4.64E+00,,,,,150,8.05E+09
8.10E+00,1.48E+00,1.53E-01,-1.72E+00,2.19E+00,-4.34E-02,1.59E+00,3.34E+00,9.78E+00,-1.66E+00,,,,,150,8.10E+09
8.15E+00,-1.64E+01,-1.74E+01,1.27E+01,2.66E+00,-1.52E+00,2.53E+00,-1.38E+01,-8.04E+00,1.17E+01,,,,,150,8.15E+09
8.20E+00,-1.63E+01,-5.26E+01,8.83E-01,1.61E+00,1.99E+00,2.98E+00,-1.18E+01,-4.41E+01,-1.15E+00,,,,,150,8.20E+09
8.25E+00,-2.22E+00,-6.74E+00,-4.80E+00,3.05E-01,-8.31E-01,2.24E+00,3.44E+00,8.82E-01,-7.25E+00,,,,,150,8.25E+09
8.30E+00,7.87E+00,-2.01E+00,-8.10E+00,-1.34E+00,-1.85E+00,-7.51E-01,1.38E+01,5.27E+00,-1.09E+01,,,,,150,8.30E+09
8.35E+00,6.07E+00,2.19E+00,2.82E+00,-1.21E+00,6.84E-01,-3.60E+00,1.12E+01,1.03E+01,6.40E-01,,,,,150,8.35E+09
8.40E+00,-5.08E+00,6.43E+00,9.59E+00,1.18E+00,-6.96E+00,-2.29E+00,-1.85E+00,1.53E+01,6.85E+00,,,,,150,8.40E+09
8.45E+00,-4.02E+00,-3.75E+00,-2.42E+00,2.34E-01,6.78E+00,2.31E+00,-9.34E-01,4.89E+00,-5.87E+00,,,,,150,8.45E+09
8.50E+00,2.74E+00,-4.28E+00,-8.79E+00,2.00E+00,-6.65E-01,5.57E-01,7.51E+00,3.98E+00,-1.11E+01,,,,,150,8.50E+09
8.55E+00,9.84E+00,-3.26E+01,-1.92E+01,-3.03E+00,1.19E-01,-1.19E+00,1.45E+01,-2.44E+01,-2.19E+01,,,,,150,8.55E+09
8.60E+00,1.91E+00,-3.25E+01,-8.12E-01,4.64E-01,-1.68E+00,-4.46E+00,5.24E+00,-2.34E+01,-2.21E+00,,,,,150,8.60E+09
8.65E+00,-1.36E+01,-1.85E+01,4.28E+00,-3.43E+00,2.40E-01,-2.45E+00,-1.20E+01,-8.84E+00,3.63E+00,,,,,150,8.65E+09
8.70E+00,-7.92E+00,-9.74E+00,7.47E+00,-1.79E+00,3.36E-01,-1.49E+00,-7.18E+00,1.61E-02,8.16E+00,,,,,150,8.70E+09
8.75E+00,-7.55E+00,-3.54E+00,4.51E+00,-1.96E-01,3.98E-01,-3.24E-01,-7.50E+00,6.18E+00,5.78E+00,,,,,150,8.75E+09
8.80E+00,-5.35E+00,-4.31E-02,4.69E-01,6.97E-01,-1.16E-02,1.52E+00,-5.12E+00,9.69E+00,1.61E+00,,,,,150,8.80E+09
8.85E+00,1.20E+00,2.91E+00,5.67E+00,1.46E+00,5.11E-01,2.36E+00,2.42E+00,1.26E+01,6.44E+00,,,,,150,8.85E+09
8.90E+00,-2.90E-01,-1.13E+00,-1.55E+00,1.47E+00,-6.57E-01,2.00E+00,1.95E+00,8.42E+00,-1.61E+00,,,,,150,8.90E+09
8.95E+00,-1.81E+01,-3.83E+01,-2.91E+00,3.57E+00,-1.12E-01,4.01E+00,-1.48E+01,-2.92E+01,-4.17E+00,,,,,150,8.95E+09
9.00E+00,-1.13E+01,-2.74E+01,8.43E-01,1.59E+00,1.68E+00,2.42E+00,-6.15E+00,-1.93E+01,-9.27E-01,,,,,150,9.00E+09
9.05E+00,5.96E-01,-3.96E+00,-4.70E+00,-6.57E-01,-2.11E+00,1.02E+00,6.56E+00,3.53E+00,-6.81E+00,,,,,150,9.05E+09
9.10E+00,7.36E+00,-7.18E-01,-5.75E+00,-1.19E+00,-1.36E-01,-1.75E+00,1.31E+01,6.88E+00,-8.08E+00,,,,,150,9.10E+09
9.15E+00,5.25E+00,2.85E+00,2.67E+00,-7.57E-01,-5.92E-01,-3.02E+00,1.01E+01,1.12E+01,8.92E-01,,,,,150,9.15E+09
9.20E+00,-9.65E+00,4.14E+00,7.67E+00,1.01E+00,-5.61E+00,-1.48E+00,-6.44E+00,1.31E+01,5.15E+00,,,,,150,9.20E+09
9.25E+00,-1.39E+00,-2.55E+00,-6.92E-01,-6.96E-01,6.12E+00,3.05E+00,2.60E+00,6.04E+00,-3.22E+00,,,,,150,9.25E+09
9.30E+00,2.68E+00,-5.01E+00,-1.09E+01,9.72E-01,-1.35E+00,8.46E-01,8.03E+00,2.96E+00,-1.29E+01,,,,,150,9.30E+09
9.35E+00,7.86E+00,-3.60E+01,-1.39E+01,-3.32E+00,3.17E+00,-3.84E+00,1.30E+01,-2.78E+01,-1.57E+01,,,,,150,9.35E+09
9.40E+00,-9.79E+00,-3.53E+01,-1.65E+01,8.89E-02,-3.18E+00,-4.13E+00,-6.74E+00,-2.60E+01,-1.74E+01,,,,,150,9.40E+09
9.45E+00,-1.46E+01,-1.52E+01,1.38E+01,-2.50E+00,1.66E+00,-1.48E+00,-1.29E+01,-5.55E+00,1.41E+01,,,,,150,9.45E+09
9.50E+00,-8.03E+00,-8.32E+00,7.82E+00,-1.36E+00,3.97E-01,-1.84E+00,-7.06E+00,1.35E+00,9.08E+00,,,,,150,9.50E+09
9.55E+00,-6.73E+00,-3.22E+00,1.19E+00,2.43E-01,6.18E-01,1.43E-01,-6.31E+00,6.46E+00,2.69E+00,,,,,150,9.55E+09
9.60E+00,-4.48E+00,2.81E+00,2.93E+00,5.45E-01,2.39E-01,1.62E+00,-3.71E+00,1.25E+01,4.27E+00,,,,,150,9.60E+09
9.65E+00,8.16E-01,1.52E+00,1.19E+00,1.34E+00,4.28E-03,2.12E+00,2.53E+00,1.11E+01,2.16E+00,,,,,150,9.65E+09
9.70E+00,-4.50E-01,-1.78E+00,-1.95E+00,1.64E+00,-1.99E+00,1.74E+00,2.21E+00,7.66E+00,-1.82E+00,,,,,150,9.70E+09
9.75E+00,-2.06E+01,-4.77E+01,-7.93E+00,3.28E+00,3.03E+00,3.64E+00,-1.70E+01,-3.87E+01,-9.20E+00,,,,,150,9.75E+09
9.80E+00,-9.15E+00,-2.06E+01,-1.87E+00,1.29E+00,6.63E-01,2.61E+00,-3.95E+00,-1.24E+01,-3.24E+00,,,,,150,9.80E+09
9.85E+00,1.32E+00,-2.35E+00,-5.00E+00,-6.51E-01,-2.31E+00,8.19E-01,7.22E+00,5.25E+00,-6.89E+00,,,,,150,9.85E+09
9.90E+00,9.03E+00,-3.35E-01,-5.12E+00,-1.03E+00,6.72E-03,-1.44E+00,1.47E+01,7.38E+00,-7.19E+00,,,,,150,9.90E+09
9.95E+00,5.46E+00,3.71E+00,6.51E+00,-9.64E-01,-1.21E+00,-3.16E+00,1.02E+01,1.22E+01,5.03E+00,,,,,150,9.95E+09
1.00E+01,-1.19E+01,4.87E+00,1.68E+01,1.74E+00,-6.94E+00,-8.56E-01,-8.82E+00,1.38E+01,1.43E+01,,,,,150,1.00E+10
1.00E+01,-1.51E+00,-2.86E+00,1.40E+00,-8.53E-01,7.18E+00,2.56E+00,2.47E+00,5.67E+00,-1.36E+00,,,,,150,1.00E+10
1.01E+01,4.06E+00,-7.66E+00,-1.18E+01,-3.97E-01,-1.18E+00,5.68E-01,9.26E+00,3.85E-01,-1.39E+01,,,,,150,1.01E+10
1.01E+01,5.86E+00,-3.66E+01,-7.27E+00,-3.16E+00,2.63E+00,-4.72E+00,1.05E+01,-2.80E+01,-8.57E+00,,,,,150,1.01E+10
1.02E+01,-9.68E+00,-3.14E+01,-1.40E+01,-1.62E+00,-1.30E+00,-3.54E+00,-7.29E+00,-2.20E+01,-1.50E+01,,,,,150,1.02E+10
1.02E+01,-1.64E+01,-1.38E+01,1.35E+01,-2.02E+00,2.80E+00,-7.79E-01,-1.52E+01,-4.10E+00,1.40E+01,,,,,150,1.02E+10
1.03E+01,-8.78E+00,-4.75E+00,5.57E+00,-8.70E-01,7.35E-01,-8.88E-01,-7.85E+00,4.93E+00,6.80E+00,,,,,150,1.03E+10
1.03E+01,-6.57E+00,-1.92E+00,1.69E+00,-2.90E-02,-5.41E-01,4.08E-01,-5.97E+00,7.74E+00,3.22E+00,,,,,150,1.03E+10
1.04E+01,-2.51E+00,2.62E+00,3.11E+00,3.31E-01,7.60E-01,1.44E+00,-1.51E+00,1.23E+01,4.60E+00,,,,,150,1.04E+10
1.04E+01,1.98E+00,1.95E+00,2.35E+00,1.77E+00,-1.07E+00,1.53E+00,3.78E+00,1.15E+01,3.46E+00,,,,,150,1.04E+10
1.05E+01,-1.53E+00,-2.73E+00,1.95E+00,1.52E+00,-1.38E+00,1.55E+00,9.53E-01,6.75E+00,2.04E+00,,,,,150,1.05E+10
1.05E+01,-1.99E+01,-6.34E+01,-3.93E+00,2.38E+00,3.03E+00,3.96E+00,-1.62E+01,-5.44E+01,-5.12E+00,,,,,150,1.05E+10
1.06E+01,-6.20E+00,-1.47E+01,-3.40E+00,1.17E+00,4.44E-01,2.48E+00,-1.07E+00,-6.44E+00,-4.71E+00,,,,,150,1.06E+10
1.06E+01,2.13E+00,-2.32E+00,-4.46E+00,-1.06E+00,-2.46E+00,4.29E-01,7.92E+00,5.43E+00,-6.10E+00,,,,,150,1.06E+10
1.07E+01,8.25E+00,-5.87E-01,-5.10E+00,-1.08E+00,3.63E-01,-1.90E+00,1.37E+01,7.40E+00,-6.88E+00,,,,,150,1.07E+10
1.07E+01,3.08E+00,3.04E+00,6.54E+00,2.73E-01,-2.50E+00,-3.12E+00,7.40E+00,1.17E+01,5.12E+00,,,,,150,1.07E+10
1.08E+01,-1.25E+01,1.66E+00,6.68E+00,1.34E+00,-2.34E+00,6.85E-02,-9.68E+00,1.07E+01,4.10E+00,,,,,150,1.08E+10
1.08E+01,1.24E+00,-5.06E+00,2.00E+01,6.29E-01,6.18E+00,2.99E+00,5.40E+00,3.53E+00,1.77E+01,,,,,150,1.08E+10
1.09E+01,6.36E+00,-1.30E+01,-1.30E+01,-1.33E+00,-1.28E+00,6.60E-01,6.49E+00,2.98E+00,1.80E+01,,,,,150,1.09E+10
1.09E+01,7.02E-01,-2.98E+01,-5.50E+00,-1.34E+00,1.31E+00,-5.01E+00,5.24E+00,-2.12E+01,-6.57E+00,,,,,150,1.09E+10
1.10E+01,-8.63E+00,-2.66E+01,-9.03E+00,-2.38E+00,-1.70E+00,-3.32E+00,-6.27E+00,-1.72E+01,-1.01E+01,,,,,150,1.10E+10
1.10E+01,-1.21E+01,-1.40E+01,1.20E+01,-1.76E+00,1.79E+00,-1.40E+00,-1.09E+01,-4.26E+00,1.23E+01,,,,,150,1.10E+10
1.11E+01,-8.63E+00,-4.71E+00,5.25E+00,-4.32E-01,1.63E+00,-1.08E+00,-8.19E+00,5.03E+00,6.30E+00,,,,,150,1.11E+10
1.11E+01,-5.80E+00,-1.70E+00,2.38E+00,2.87E-01,-3.50E-01,8.27E-01,-5.55E+00,8.05E+00,3.49E+00,,,,,150,1.11E+10
1.12E+01,-2.49E+00,3.15E+00,4.92E+00,7.24E-01,1.74E-01,2.17E+00,-1.54E+00,1.29E+01,5.77E+00,,,,,150,1.12E+10
1.12E+01,1.33E+00,8.09E-01,-1.69E+00,2.01E+00,-1.36E-01,2.12E+00,3.33E+00,1.04E+01,-1.45E+00,,,,,150,1.12E+10
1.13E+01,-3.64E+00,-4.82E+00,4.79E+00,1.64E+00,-1.89E+00,2.28E+00,-6.49E-01,4.49E+00,4.07E+00,,,,,150,1.13E+10
1.13E+01,-2.44E+01,-7.28E+01,-2.87E+00,9.40E-01,3.26E+00,2.88E+00,-1.99E+01,-6.42E+01,-4.67E+00,,,,,150,1.13E+10
1.14E+01,-3.61E+00,-9.65E+00,-3.30E+00,2.62E-01,-6.32E-01,2.25E+00,1.97E+00,-1.74E+00,-4.88E+00,,,,,150,1.14E+10
1.14E+01,2.50E+00,-9.27E-01,-3.73E+00,-1.31E+00,-2.99E+00,-4.58E-01,8.42E+00,6.65E+00,-5.65E+00,,,,,150,1.14E+10
1.15E+01,6.31E+00,-2.18E-01,-1.75E+00,-1.09E+00,5.53E-01,-2.48E+00,1.15E+01,7.88E+00,-3.74E+00,,,,,150,1.15E+10
1.15E+01,1.04E+00,3.22E+00,6.45E+00,6.06E-01,-5.10E+00,-3.25E+00,4.90E+00,1.20E+01,4.46E+00,,,,,150,1.15E+10
1.16E+01,-5.74E+00,-3.67E+00,1.00E+00,8.30E-01,2.62E+00,1.42E+00,-3.27E+00,5.34E+00,-1.98E+00,,,,,150,1.16E+10
1.16E+01,6.71E+00,-1.99E+00,2.71E+01,1.50E+00,4.46E+00,1.93E+00,1.08E+01,6.65E+00,2.49E+01,,,,,150,1.16E+10
1.17E+01,4.98E+00,-1.43E+01,-1.15E+01,-1.10E+00,-2.42E+00,3.97E-01,9.55E+00,-5.91E+00,-1.38E+01,,,,,150,1.17E+10
1.17E+01,-1.03E+00,-3.26E+01,2.32E+00,-1.20E+00,1.06E+00,-4.64E+00,2.70E+00,-2.37E+01,6.46E-01,,,,,150,1.17E+10
1.18E+01,-6.07E+00,-2.26E+01,-4.83E+00,-2.91E+00,-2.95E+00,-3.08E+00,-4.17E+00,-1.30E+01,-6.01E+00,,,,,150,1.18E+10
1.18E+01,-1.19E+01,-1.41E+01,1.35E+01,-2.30E+00,1.48E+00,-1.89E+00,-1.14E+01,-4.31E+00,1.38E+01,,,,,150,1.18E+10
1.19E+01,-8.34E+00,-6.36E+00,5.32E+00,-6.95E-01,1.01E+00,-7.67E-01,-8.67E+00,3.38E+00,6.37E+00,,,,,150,1.19E+10
1.19E+01,-5.78E+00,-1.22E-01,5.02E+00,8.75E-01,4.52E-01,1.40E+00,-6.01E+00,9.63E+00,6.05E+00,,,,,150,1.19E+10
1.20E+01,-3.28E-01,2.63E+00,4.99E+00,1.40E+00,-1.11E-01,2.51E+00,3.88E-01,1.24E+01,5.50E+00,,,,,150,1.20E+10
1.20E+01,2.61E+00,3.59E-02,-1.09E+00,2.11E+00,-2.93E-02,1.89E+00,4.47E+00,9.66E+00,-1.44E+00,,,,,150,1.20E+10
1.21E+01,-1.47E+01,-1.92E+01,5.62E+00,2.90E+00,-1.78E+00,2.36E+00,-1.20E+01,-9.89E+00,4.13E+00,,,,,150,1.21E+10
1.21E+01,-1.37E+01,-4.60E+01,4.24E+00,1.34E+00,2.29E+00,3.89E+00,-8.99E+00,-3.77E+01,2.07E+00,,,,,150,1.21E+10
1.22E+01,-3.08E+00,-6.88E+00,-3.70E+00,-2.81E-01,-1.18E+00,1.54E+00,2.74E+00,6.04E-01,-6.21E+00,,,,,150,1.22E+10
1.22E+01,4.08E+00,-1.54E+00,-4.53E+00,-9.28E-01,-2.32E+00,-6.61E-01,9.92E+00,5.82E+00,-7.33E+00,,,,,150,1.22E+10
1.23E+01,7.23E+00,1.23E+00,-1.93E+00,-1.21E+00,1.70E+00,-2.98E+00,1.23E+01,9.21E+00,-4.48E+00,,,,,150,1.23E+10
1.23E+01,-2.64E+00,5.24E+00,8.24E+00,5.00E-01,-5.67E+00,-2.48E+00,1.13E+00,1.40E+01,5.86E+00,,,,,150,1.23E+10
1.24E+01,-6.67E+00,-4.98E+00,-7.97E-01,5.75E-01,5.28E+00,2.39E+00,-3.56E+00,3.76E+00,-3.96E+00,,,,,150,1.24E+10
1.24E+01,4.27E+00,-4.14E+00,-1.22E+01,1.72E-01,5.55E-01,1.42E+00,9.34E+00,3.94E+00,-1.45E+01,,,,,150,1.24E+10
1.25E+01,7.33E+00,-3.73E+01,-1.50E+01,-2.19E+00,-3.42E-02,-1.97E+00,1.25E+01,-2.93E+01,-1.71E+01,,,,,150,1.25E+10
1.25E+01,-2.22E+00,-2.49E+01,-2.16E+00,-3.92E-01,-1.21E+00,-3.78E+00,1.44E+00,-1.59E+01,-3.54E+00,,,,,150,1.25E+10
1.26E+01,-1.33E+01,-1.80E+01,3.77E+00,-3.08E+00,1.53E-01,-2.85E+00,-1.12E+01,-8.44E+00,3.11E+00,,,,,150,1.26E+10
1.26E+01,-9.22E+00,-1.06E+01,6.95E+00,-1.48E+00,3.09E-01,-1.72E+00,-8.24E+00,-8.94E-01,7.62E+00,,,,,150,1.26E+10
1.27E+01,-8.61E+00,-5.59E+00,2.42E+00,-1.62E-01,7.38E-01,-4.83E-01,-8.39E+00,4.15E+00,3.57E+00,,,,,150,1.27E+10
1.27E+01,-5.80E+00,1.74E+00,3.40E+00,4.65E-01,6.59E-01,1.39E+00,-5.45E+00,1.15E+01,4.47E+00,,,,,150,1.27E+10
1.28E+01,7.49E-01,1.91E+00,1.56E+00,1.29E+00,-6.81E-01,2.24E+00,2.03E+00,1.16E+01,2.28E+00,,,,,150,1.28E+10
1.28E+01,2.90E-01,-1.29E+00,7.42E-02,1.64E+00,-1.48E+00,1.71E+00,2.55E+00,8.25E+00,-3.75E-02,,,,,150,1.28E+10
1.29E+01,-1.79E+01,-3.07E+01,-1.94E+00,3.95E+00,1.21E+00,3.56E+00,-1.47E+01,-2.16E+01,-3.33E+00,,,,,150,1.29E+10
1.29E+01,-1.17E+01,-2.78E+01,1.57E+00,1.09E+00,9.87E-01,2.54E+00,-6.66E+00,-1.96E+01,-2.44E-01,,,,,150,1.29E+10
1.30E+01,-3.26E-01,-3.88E+00,-4.83E+00,-9.22E-01,-2.10E+00,8.26E-01,5.47E+00,3.72E+00,-7.03E+00,,,,,150,1.30E+10
1.30E+01,8.12E+00,-5.72E-01,-7.91E+00,-1.02E+00,3.30E-01,-2.11E+00,1.36E+01,7.19E+00,-1.02E+01,,,,,150,1.30E+10
1.31E+01,5.10E+00,3.62E+00,5.10E+00,-1.15E-01,-2.26E+00,-3.32E+00,9.51E+00,1.22E+01,3.19E+00,,,,,150,1.31E+10
1.31E+01,-7.34E+00,4.81E+00,8.25E+00,8.80E-01,-4.17E+00,-1.11E+00,-4.89E+00,1.39E+01,5.36E+00,,,,,150,1.31E+10
1.32E+01,-1.99E+00,-3.02E+00,1.20E+00,-6.42E-01,6.54E+00,2.71E+00,1.32E+00,5.74E+00,-1.70E+00,,,,,150,1.32E+10
1.32E+01,1.39E+00,-5.47E+00,-9.42E+00,-4.43E-02,-5.41E-01,1.52E+00,6.22E+00,2.77E+00,-1.17E+01,,,,,150,1.32E+10
1.33E+01,6.86E+00,-3.24E+01,-9.36E+00,-2.92E+00,2.02E+00,-2.69E+00,6.36E+00,2.79E+00,-1.12E+01,,,,,150,1.33E+10
1.33E+01,-1.19E+01,-3.62E+01,-1.42E+01,-1.21E+00,-1.76E+00,-4.06E+00,-8.72E+00,-2.70E+01,-1.54E+01,,,,,150,1.33E+10
1.34E+01,-1.43E+01,-1.43E+01,1.11E+01,-2.88E+00,2.20E+00,-1.83E+00,-1.26E+01,-4.63E+00,1.11E+01,,,,,150,1.34E+10
1.34E+01,-9.31E+00,-7.16E+00,7.64E+00,-1.62E+00,5.56E-01,-1.99E+00,-8.51E+00,2.55E+00,8.74E+00,,,,,150,1.34E+10
1.35E+01,-7.16E+00,-2.62E+00,3.36E+00,5.22E-02,1.75E-01,2.33E-01,-6.90E+00,7.07E+00,4.85E+00,,,,,150,1.35E+10
1.35E+01,-4.48E+00,1.57E+00,2.12E+00,7.30E-01,2.08E-01,1.68E+00,-3.84E+00,1.13E+01,3.42E+00,,,,,150,1.35E+10
1.36E+01,1.99E+00,2.06E+00,2.85E+00,1.72E+00,-3.20E-01,1.92E+00,3.63E+00,1.17E+01,3.65E+00,,,,,150,1.36E+10
1.36E+01,-1.04E+00,-2.11E+00,-3.76E-01,1.94E+00,-6.22E-01,1.61E+00,1.41E+00,7.39E+00,-5.53E-01,,,,,150,1.36E+10
1.37E+01,-2.39E+01,-5.14E+01,-4.04E+00,2.65E+00,2.04E+00,4.56E+00,-2.04E+01,-4.23E+01,-5.51E+00,,,,,150,1.37E+10
1.37E+01,-7.69E+00,-2.04E+01,-3.46E+00,1.14E+00,1.46E+00,2.44E+00,-2.26E+00,-1.24E+01,-5.05E+00,,,,,150,1.37E+10
1.38E+01,3.45E-01,-2.27E+00,-3.29E+00,-1.04E+00,-2.06E+00,5.21E-01,6.42E+00,5.23E+00,-5.02E+00,,,,,150,1.38E+10
1.38E+01,7.02E+00,-1.07E+00,-6.40E+00,-1.18E+00,-1.01E+00,-1.78E+00,1.27E+01,6.65E+00,-8.39E+00,,,,,150,1.38E+10
1.39E+01,4.21E+00,2.58E+00,6.07E+00,2.91E-01,-1.29E+00,-2.82E+00,8.94E+00,1.10E+01,4.53E+00,,,,,150,1.39E+10
1.39E+01,-8.67E+00,2.06E+00,3.21E+00,2.49E-01,-2.87E+00,-1.48E-01,-5.32E+00,1.09E+01,7.17E-01,,,,,150,1.39E+10
1.40E+01,-4.24E-01,-3.89E+00,1.08E+01,9.16E-01,5.19E+00,2.56E+00,4.09E+00,4.54E+00,8.65E+00,,,,,150,1.40E+10
1.40E+01,2.71E+00,-8.59E+00,-7.62E+00,-3.46E-01,1.36E-01,2.36E-01,8.17E+00,-6.71E-01,-9.55E+00,,,,,150,1.40E+10
1.41E+01,-1.10E-01,-3.45E+01,-8.28E+00,-1.51E+00,1.24E+00,-4.27E+00,4.80E+00,-2.62E+01,-9.78E+00,,,,,150,1.41E+10
1.41E+01,-6.21E+00,-2.68E+01,-9.69E+00,-1.93E+00,-2.79E+00,-3.39E+00,-3.20E+00,-1.76E+01,-1.09E+01,,,,,150,1.41E+10
1.42E+01,-1.50E+01,-1.60E+01,1.45E+01,-3.25E+00,2.87E+00,-2.53E+00,-1.35E+01,-6.32E+00,1.45E+01,,,,,150,1.42E+10
1.42E+01,-8.49E+00,-6.85E+00,7.48E+00,-1.42E+00,3.84E-01,-1.95E+00,-8.16E+00,2.89E+00,8.57E+00,,,,,150,1.42E+10
1.43E+01,-7.80E+00,-2.10E+00,4.16E+00,1.60E-01,1.64E-01,3.32E-01,-7.95E+00,7.60E+00,5.59E+00,,,,,150,1.43E+10
1.43E+01,-4.16E+00,1.19E+00,2.20E+00,6.00E-01,-6.00E-01,2.09E+00,-3.79E+00,1.09E+01,3.40E+00,,,,,150,1.43E+10
1.44E+01,2.24E+00,1.48E+00,8.00E-01,1.96E+00,-4.46E-02,2.12E+00,3.77E+00,1.11E+01,1.45E+00,,,,,150,1.44E+10
1.44E+01,-5.12E-01,-2.82E+00,1.44E+00,2.06E+00,-6.23E-01,1.68E+00,1.91E+00,6.68E+00,1.11E+00,,,,,150,1.44E+10
1.45E+01,-2.61E+01,-4.83E+01,-2.56E+00,2.63E+00,2.07E+00,5.48E+00,-2.26E+01,-3.93E+01,-4.40E+00,,,,,150,1.45E+10
1.45E+01,-9.88E+00,-2.02E+01,-3.69E+00,9.95E-01,9.60E-01,2.64E+00,-4.10E+00,-1.25E+01,-5.68E+00,,,,,150,1.45E+10
1.46E+01,1.92E-02,-3.34E+00,-3.74E+00,-1.42E+00,-2.53E+00,7.12E-01,6.40E+00,3.76E+00,-5.99E+00,,,,,150,1.46E+10
1.46E+01,7.98E+00,-2.30E+00,-4.65E+00,-9.82E-01,-8.67E-01,-1.44E+00,1.41E+01,5.00E+00,-7.10E+00,,,,,150,1.46E+10
1.47E+01,6.11E+00,1.72E+00,6.04E+00,-3.95E-01,4.97E-01,-3.55E+00,1.13E+01,9.84E+00,4.16E+00,,,,,150,1.47E+10
1.47E+01,-7.50E+00,4.33E+00,3.95E+00,2.81E-01,-5.07E+00,-1.83E+00,-4.10E+00,1.32E+01,1.34E+00,,,,,150,1.47E+10
1.48E+01,-3.56E+00,-4.28E+00,1.41E+00,-2.45E-01,6.72E+00,3.21E+00,3.87E-01,4.33E+00,-1.15E+00,,,,,150,1.48E+10
1.48E+01,3.59E+00,-7.69E+00,-5.67E+00,-5.38E-01,3.36E-02,1.78E+00,9.34E+00,1.09E-01,-7.19E+00,,,,,150,1.48E+10
1.49E+01,4.36E+00,-3.72E+01,-7.98E+00,-6.90E-01,1.59E+00,-3.46E+00,1.01E+01,-2.94E+01,-9.40E+00,,,,,150,1.49E+10
1.49E+01,-8.27E+00,-2.47E+01,-6.34E+00,-1.65E+00,-1.64E+00,-3.98E+00,-4.28E+00,-1.58E+01,-7.21E+00,,,,,150,1.49E+10
1.50E+01,-1.81E+01,-1.77E+01,6.86E+00,-2.72E+00,2.70E+00,-2.41E+00,-1.57E+01,-8.25E+00,6.85E+00,,,,,150,1.50E+10
1.50E+01,-8.63E+00,-6.97E+00,5.24E+00,-1.64E+00,9.16E-03,-2.20E+00,-7.31E+00,2.69E+00,6.34E+00,,,,,150,1.50E+10
1.51E+01,-7.87E+00,-3.24E+00,3.10E+00,-1.11E-01,1.36E-01,-1.78E-01,-7.30E+00,6.42E+00,4.70E+00,,,,,150,1.51E+10
1.51E+01,-5.73E+00,1.97E+00,3.03E+00,5.43E-01,-1.91E-01,1.41E+00,-4.92E+00,1.16E+01,4.53E+00,,,,,150,1.51E+10
1.52E+01,1.86E+00,1.74E+00,1.39E+00,1.81E+00,-4.46E-02,2.12E+00,3.61E+00,1.13E+01,2.42E+00,,,,,150,1.52E+10
1.52E+01,-1.18E+00,-3.42E+00,3.67E+00,1.86E+00,-9.90E-01,1.86E+00,1.48E+00,6.01E+00,3.77E+00,,,,,150,1.52E+10
1.53E+01,-2.74E+01,-5.72E+01,-4.29E+00,2.25E+00,2.56E+00,5.72E+00,-2.35E+01,-4.83E+01,-5.60E+00,,,,,150,1.53E+10
1.53E+01,-7.87E+00,-1.74E+01,-5.32E+00,1.08E+00,-2.26E-02,2.68E+00,-1.94E+00,-9.77E+00,-6.76E+00,,,,,150,1.53E+10
1.54E+01,3.23E-01,-4.21E+00,-3.44E+00,-1.35E+00,-2.33E+00,7.58E-01,6.91E+00,2.84E+00,-5.25E+00,,,,,150,1.54E+10
1.54E+01,9.68E+00,-2.44E+00,-6.09E+00,-1.25E+00,-7.07E-01,-1.86E+00,1.60E+01,4.80E+00,-8.16E+00,,,,,150,1.54E+10
